conjunto,modelo_id,modelo,proveedor,publicacion,arnes,puntuacion,coste_por_tarea,coste_total
v1_Semi_Private,gpt-5-nano-2025-08-07-high,GPT-5 Nano (High),OpenAI,2025-08-07,,0.1667,0.0292,
v1_Semi_Private,grok-3-mini-beta-low-openrouter,Grok 3 Mini (Low),xAI,2025-02-19,,0.165,0.0099,
v1_Semi_Private,gemini-2-5-flash-preview-05-20-thinking-1k,Gemini 2.5 Flash (Preview) (Thinking 1K),Google,2025-05-20,,0.16,0.0356,
v1_Semi_Private,gemini-2-5-pro-2025-06-17-thinking-1k,Gemini 2.5 Pro (Thinking 1K),Google,2025-06-17,,0.16,0.0573,
v1_Semi_Private,R1,Deepseek R1,DeepSeek,2025-01-22,,0.158,0.06,
v1_Semi_Private,o3-mini-2025-01-31-low,o3-mini (Low),OpenAI,2025-01-31,,0.145,0.0519,
v1_Semi_Private,claude-haiku-4-5-20251001,Claude Haiku 4.5,Anthropic,2025-10-01,,0.1433,0.0263,
v1_Semi_Private,o1-mini-2024-09-12,o1-mini,OpenAI,2024-09-12,,0.14,0.135,
v1_Semi_Private,Claude 3.7,Claude 3.7,Anthropic,2025-02-24,,0.136,0.058,
v1_Semi_Private,gpt-5-4-mini-low,GPT-5.4 Mini (Low),OpenAI,2026-03-17,,0.13,0.04,
v1_Semi_Private,deepseek-v4-pro-0813-none,DeepSeek V4 Pro 0813 (None),DeepSeek,2026-08-13,,0.13,0.023428376399999996,
v1_Semi_Private,gpt-5-2-2025-12-11-thinking-none,GPT-5.2,OpenAI,2025-12-11,,0.1233,0.0472,
v1_Semi_Private,deepseek-v4-flash-0731-none,DeepSeek V4 Flash 0731 (None),DeepSeek,2026-07-31,,0.11833333333333335,0.0023310715999999994,
v1_Semi_Private,Claude 3.7 Thinking 1K,Claude 3.7 (1K),Anthropic,2025-02-24,,0.116,0.07,
v1_Semi_Private,qwen3-235b-a22b-instruct-2507,Qwen3-235b-a22b Instruct (25/07),Alibaba,2025-07-25,,0.11,0.0025,
v1_Semi_Private,gpt-4-5-2025-02-27,GPT-4.5,OpenAI,2025-02-27,,0.103,0.29,
v1_Semi_Private,openai-gpt-6-luna-none,GPT-6 Luna (None),OpenAI,2026-09-22,,0.08833333333333333,0.0021481470000000004,
v1_Semi_Private,gemini-3-5-flash-lite-minimal,Gemini 3.5 Flash-Lite (Minimal),Google,2026-07-21,,0.075,0.008311016999999997,
v1_Semi_Private,magistral-medium-2506-thinking,Magistral Medium (Thinking),Mistral,2025-06-10,,0.0612,0.0989,
v1_Semi_Private,gpt-5-2025-08-07-minimal,GPT-5 (Minimal),OpenAI,2025-08-07,,0.06,0.0335,
v1_Semi_Private,magistral-medium-2506,Magistral Medium,Mistral,2025-06-10,,0.0591,0.1015,
v1_Semi_Private,gpt-5-1-2025-11-13-thinking-none,"GPT-5.1 (Thinking, None)",OpenAI,2025-11-13,,0.0583,0.0338,
v1_Semi_Private,gpt-4-1-2025-04-14,GPT-4.1,OpenAI,2025-04-14,,0.055,0.039,
v1_Semi_Private,grok-3-openrouter,Grok 3,xAI,2025-02-19,,0.055,0.0931,
v1_Semi_Private,thinky-inkling-small-none,Inkling Small (None),Thinking Machines,2026-07-30,,0.055,0.005879189999999999,
v1_Semi_Private,gpt-5-mini-2025-08-07-minimal,GPT-5 Mini (Minimal),OpenAI,2025-08-07,,0.0533,0.0057,
v1_Semi_Private,magistral-small-2506,Magistral Small,Mistral,2025-06-10,,0.05,0.0399,
v1_Semi_Private,gpt-4o-2024-11-20,GPT-4o,OpenAI,2024-11-20,,0.045,0.05,
v1_Semi_Private,Llama-4-Maverick-17B-128E-Instruct-FP8-together,Llama 4 Maverick,Meta,2025-04-05,,0.0438,0.0078,
v1_Semi_Private,gpt-5-nano-2025-08-07-low,GPT-5 Nano (Low),OpenAI,2025-08-07,,0.0404,0.0033,
v1_Semi_Private,gpt-4-1-mini-2025-04-14,GPT-4.1-Mini,OpenAI,2025-04-14,,0.035,0.0078,
v1_Semi_Private,openai-gpt-5-6-luna-none-2026-07-30,GPT-5.6 Luna 2026-07-30 (None),OpenAI,2026-07-30,,0.03333333333333333,0.004658280000000002,
v1_Semi_Private,gpt-5-nano-2025-08-07-minimal,GPT-5 Nano (Minimal),OpenAI,2025-08-07,,0.015,0.0015,
v1_Semi_Private,Llama-4-Scout-17B-16E-Instruct-together,Llama 4 Scout,Meta,2025-04-05,,0.005,0.0041,
v1_Semi_Private,gpt-4-1-nano-2025-04-14,GPT-4.1-Nano,OpenAI,2025-04-14,,0,0.0021,
v2_Private_Eval,2025_human_panel,Human Panel,Human,,,1,17,
v2_Private_Eval,ARChitects,ARChitects,ARC Prize 2024,2024-11-03,,0.031,0.2,
v2_Private_Eval,Icecuber,Icecuber,ARC Prize 2024,2023-11-03,,0.004,0.13,
v2_Public_Eval,2025_human_panel,Human Panel,Human,,,1,17,
v2_Public_Eval,anthropic-claude-fable-5-1-xhigh,Claude Fable 5.1 (XHigh),Anthropic,2026-09-01,,0.9916666666666667,2.957497500000001,
v2_Public_Eval,anthropic-claude-fable-5-1-max,Claude Fable 5.1 (Max),Anthropic,2026-09-01,,0.9833333333333333,4.331563333333333,
v2_Public_Eval,openai-gpt-6-astra-xhigh,GPT-6 Astra (XHigh),OpenAI,2026-09-02,,0.9791666666666666,0.7555101666666663,
v2_Public_Eval,openai-gpt-6-astra-high,GPT-6 Astra (High),OpenAI,2026-09-02,,0.9791666666666666,0.6245305833333334,
v2_Public_Eval,anthropic-claude-opus-5-5-max,Claude Opus 5.5 (Max),Anthropic,2026-09-22,,0.9791666666666666,1.8968451666666666,
v2_Public_Eval,anthropic-claude-opus-5-5-xhigh,Claude Opus 5.5 (XHigh),Anthropic,2026-09-22,,0.976388888888889,0.5819238333333333,
v2_Public_Eval,openai-gpt-6-astra-max,GPT-6 Astra (Max),OpenAI,2026-09-02,,0.975,0.96997525,
v2_Public_Eval,anthropic-claude-opus-5-max,Claude Opus 5 (Max),Anthropic,2026-07-24,,0.9706,2.07,
v2_Public_Eval,openai-gpt-6-astra-medium,GPT-6 Astra (Medium),OpenAI,2026-09-02,,0.9666666666666667,0.46840099999999996,
v2_Public_Eval,anthropic-claude-fable-5-max,Claude Fable 5 (Max),Anthropic,2026-06-09,,0.9638888888888889,5.6868593333333335,
v2_Public_Eval,anthropic-claude-fable-5-1-high,Claude Fable 5.1 (High),Anthropic,2026-09-01,,0.9472222222222223,1.4315745833333333,
v2_Public_Eval,openai-gpt-6-astra-low,GPT-6 Astra (Low),OpenAI,2026-09-02,,0.9416666666666667,0.41901099999999997,
v2_Public_Eval,anthropic-claude-fable-5-high,Claude Fable 5 (High),Anthropic,2026-06-09,,0.9388888888888889,2.250282666666668,
v2_Public_Eval,openai-gpt-5-6-sol-max,GPT-5.6 Sol (Max),OpenAI,2026-07-09,,0.9375,1.52,
v2_Public_Eval,anthropic-claude-opus-5-5-high,Claude Opus 5.5 (High),Anthropic,2026-09-22,,0.9347222222222222,0.382205,
v2_Public_Eval,anthropic-claude-opus-5-5-medium,Claude Opus 5.5 (Medium),Anthropic,2026-09-22,,0.9347222222222222,0.3344815,
v2_Public_Eval,anthropic-claude-fable-5-xhigh,Claude Fable 5 (XHigh),Anthropic,2026-06-09,,0.9333333333333333,2.9111818333333335,
v2_Public_Eval,anthropic-claude-opus-5-high,Claude Opus 5 (High),Anthropic,2026-07-24,,0.9319,1.32,
v2_Public_Eval,google-gemini-3-8-flash-high,Gemini 3.8 Flash (High),Google,2026-09-02,,0.925,0.41753459999999976,
v2_Public_Eval,gpt-5-4-pro-xhigh,GPT-5.4 Pro (XHigh),OpenAI,2026-03-04,,0.9221,17.6,
v2_Public_Eval,openai-gpt-5-6-sol-xhigh,GPT-5.6 Sol (XHigh),OpenAI,2026-07-09,,0.9194,1.03,
v2_Public_Eval,openai-gpt-5-6-terra-max,GPT-5.6 Terra (Max),OpenAI,2026-07-09,,0.9132,1.18,
v2_Public_Eval,gpt-5-5-2026-04-22-thinking-xhigh,GPT-5.5 (XHigh),OpenAI,2026-04-22,,0.9056,1.91,
v2_Public_Eval,gpt-5-5-pro-2026-04-23-xhigh,GPT-5.5 Pro (XHigh),OpenAI,2026-04-23,,0.9042,11.1,
v2_Public_Eval,gpt-5-5-pro-2026-04-23-high,GPT-5.5 Pro (High),OpenAI,2026-04-23,,0.9014,10.44,
v2_Public_Eval,gemini-3-1-pro-preview,Gemini 3.1 Pro (Preview),Google,2026-02-19,,0.8807,0.9789,
v2_Public_Eval,anthropic-claude-fable-5-medium,Claude Fable 5 (Medium),Anthropic,2026-06-09,,0.875,1.8249255833333327,
v2_Public_Eval,anthropic-claude-fable-5-1-medium,Claude Fable 5.1 (Medium),Anthropic,2026-09-01,,0.875,1.1303474999999996,
v2_Public_Eval,google-gemini-3-8-flash-medium,Gemini 3.8 Flash (Medium),Google,2026-09-02,,0.875,0.25467035,
v2_Public_Eval,openai-gpt-5-6-sol-high,GPT-5.6 Sol (High),OpenAI,2026-07-09,,0.8611,0.77,
v2_Public_Eval,anthropic-claude-fable-5-1-low,Claude Fable 5.1 (Low),Anthropic,2026-09-01,,0.8597222222222223,0.9695166666666669,
v2_Public_Eval,google-gemini-3-7-flash-high,Gemini 3.7 Flash (High),Google,2026-08-13,,0.8527777777777777,0.27265338124999994,
v2_Public_Eval,gpt-5-4-xhigh,GPT-5.4 (XHigh),OpenAI,2026-03-04,,0.8417,1.57,
v2_Public_Eval,openai-gpt-5-6-terra-xhigh,GPT-5.6 Terra (XHigh),OpenAI,2026-07-09,,0.8264,0.74,
v2_Public_Eval,claude-4-7-max,Claude 4.7 (Max),Anthropic,2026-04-16,,0.8223,8.21,
v2_Public_Eval,gpt-5-5-2026-04-22-thinking-high,GPT-5.5 (High),OpenAI,2026-04-22,,0.8222,1.53,
v2_Public_Eval,claude-4-7-medium,Claude 4.7 (Medium),Anthropic,2026-04-16,,0.8194,3.25,
v2_Public_Eval,claude-4-7-high,Claude 4.7 (High),Anthropic,2026-04-16,,0.8069,3.55,
v2_Public_Eval,anthropic-claude-fable-5-low,Claude Fable 5 (Low),Anthropic,2026-06-09,,0.8041666666666667,1.4865834999999996,
v2_Public_Eval,claude-opus-4-6-thinking-120K-high,"Claude Opus 4.6 (120K, High)",Anthropic,2026-02-05,,0.7903,3.8092,
v2_Public_Eval,google-gemini-3-8-flash-low,Gemini 3.8 Flash (Low),Google,2026-09-02,,0.7722222222222223,0.16154363124999993,
v2_Public_Eval,gpt-5-4-high,GPT-5.4 (High),OpenAI,2026-03-04,,0.7583,1.08,
v2_Public_Eval,claude-opus-4-6-thinking-120K-max,"Claude Opus 4.6 (120K, Max)",Anthropic,2026-02-05,,0.7485,3.7707,
v2_Public_Eval,openai-gpt-5-6-terra-high,GPT-5.6 Terra (High),OpenAI,2026-07-09,,0.7389,0.58,
v2_Public_Eval,claude-opus-4-6-thinking-120K-medium,"Claude Opus 4.6 (120K, Medium)",Anthropic,2026-02-05,,0.7361,3.0162,
v2_Public_Eval,gemini-3-5-flash-high,Gemini 3.5 Flash (High),Google,2026-05-19,,0.7208,0.9001,
v2_Public_Eval,claude-4-7-low,Claude 4.7 (Low),Anthropic,2026-04-16,,0.7157,2.62,
v2_Public_Eval,gpt-5-5-2026-04-22-thinking-medium,GPT-5.5 (Medium),OpenAI,2026-04-22,,0.7069,0.97,
v2_Public_Eval,openai-gpt-5-6-sol-medium,GPT-5.6 Sol (Medium),OpenAI,2026-07-09,,0.7069,0.49,
v2_Public_Eval,google-gemini-3-7-flash-medium,Gemini 3.7 Flash (Medium),Google,2026-08-13,,0.6861111111111111,0.12386603749999994,
v2_Public_Eval,xai-grok-4-6-xhigh,Grok 4.6 (XHigh),xAI,2026-08-11,,0.6833333333333333,0.7545896499999999,
v2_Public_Eval,xai-grok-4-6-high,Grok 4.6 (High),xAI,2026-08-11,,0.6833333333333333,0.7498256499999999,
v2_Public_Eval,anthropic-claude-opus-5-5-low,Claude Opus 5.5 (Low),Anthropic,2026-09-22,,0.6777777777777777,0.24164933333333333,
v2_Public_Eval,xai-grok-4-6-medium,Grok 4.6 (Medium),xAI,2026-08-11,,0.673611111111111,0.6872864499999999,
v2_Public_Eval,claude_sonnet_4_6_high,Claude Sonnet 4.6 (High),Anthropic,2026-02-17,,0.6569,2.985,
v2_Public_Eval,gemini-3-6-flash-high,Gemini 3.6 Flash (High),Google,2026-07-21,,0.6527777777777778,0.65810195,
v2_Public_Eval,openai-gpt-6-astra-none,GPT-6 Astra (None),OpenAI,2026-09-02,,0.648611111111111,0.3765514166666667,
v2_Public_Eval,openai-gpt-5-6-luna-max-2026-07-30,GPT-5.6 Luna 2026-07-30 (Max),OpenAI,2026-07-30,,0.6416666666666667,0.1898519750000001,
v2_Public_Eval,deepseek-v4-flash-0731-max,DeepSeek V4 Flash 0731 (Max),DeepSeek,2026-07-31,,0.638888888888889,0.04386672874999998,
v2_Public_Eval,deepseek-v4-pro-0813-high,DeepSeek V4 Pro 0813 (High),DeepSeek,2026-08-13,,0.6361111111111111,0.6523745360000001,
v2_Public_Eval,grok-4.20-beta-0309b-reasoning,Grok 4.20 (Reasoning),xAI,2026-03-09,,0.6361,0.96,
v2_Public_Eval,claude_sonnet_4_6_max,Claude Sonnet 4.6 (Max),Anthropic,2026-02-17,,0.6236,2.8905,
v2_Public_Eval,openai-gpt-6-luna-max,GPT-6 Luna (Max),OpenAI,2026-09-22,,0.6180555555555556,0.06202490583333333,
v2_Public_Eval,moonshot-kimi-k3-max,Kimi K3 (Max),Moonshot AI,2026-07-16,,0.6166666666666667,1.656023325000001,
v2_Public_Eval,openai-gpt-5-6-luna-max,GPT-5.6 Luna (Max),OpenAI,2026-07-09,,0.6017,0.69,
v2_Public_Eval,deepseek-v4-flash-0731-high,DeepSeek V4 Flash 0731 (High),DeepSeek,2026-07-31,,0.5986111111111111,0.04887240150000004,
v2_Public_Eval,claude-opus-4-6-thinking-120K-low,"Claude Opus 4.6 (120K, Low)",Anthropic,2026-02-05,,0.5986,2.3966,
v2_Public_Eval,gpt-5-2-2025-12-11-thinking-xhigh,GPT-5.2 (XHigh),OpenAI,2025-12-11,,0.5981,2.054,
v2_Public_Eval,deepseek-v4-pro-0813-max,DeepSeek V4 Pro 0813 (Max),DeepSeek,2026-08-13,,0.5944444444444444,0.6375456450000001,
v2_Public_Eval,deepseek-v4-pro-0813-low,DeepSeek V4 Pro 0813 (Low),DeepSeek,2026-08-13,,0.5888888888888889,0.39584709999999995,
v2_Public_Eval,gpt-5-4-medium,GPT-5.4 (Medium),OpenAI,2026-03-04,,0.5819,0.73,
v2_Public_Eval,xai-grok-4-5-high,Grok 4.5 (High),xAI,2026-07-16,,0.5819,0.81,
v2_Public_Eval,xai-grok-4-5-medium,Grok 4.5 (Medium),xAI,2026-07-16,,0.575,0.75,
v2_Public_Eval,gemini-3-6-flash-medium,Gemini 3.6 Flash (Medium),Google,2026-07-21,,0.5652777777777778,0.4866921375000001,
v2_Public_Eval,google-gemini-3-7-flash-low,Gemini 3.7 Flash (Low),Google,2026-08-13,,0.5472222222222223,0.07957535,
v2_Public_Eval,moonshot-kimi-k3-high,Kimi K3 (High),Moonshot AI,2026-07-16,,0.5319444444444444,0.9772032999999999,
v2_Public_Eval,openai-gpt-5-6-luna-xhigh-2026-07-30,GPT-5.6 Luna 2026-07-30 (XHigh),OpenAI,2026-07-30,,0.5208333333333334,0.13458391999999994,
v2_Public_Eval,gpt-5-2-pro-2025-12-11-high,GPT-5.2 Pro (High),OpenAI,2025-12-11,,0.5168,16.662,
v2_Public_Eval,openai-gpt-5-6-luna-xhigh,GPT-5.6 Luna (XHigh),OpenAI,2026-07-09,,0.5139,0.53,
v2_Public_Eval,deepseek-v4-flash-0731-low,DeepSeek V4 Flash 0731 (Low),DeepSeek,2026-07-31,,0.47361111111111115,0.02170095416666666,
v2_Public_Eval,gpt-5-2-2025-12-11-thinking-high,GPT-5.2 (High),OpenAI,2025-12-11,,0.3992,1.4903,
v2_Public_Eval,thinky-inkling-small-xhigh,Inkling Small (XHigh),Thinking Machines,2026-07-30,,0.39305555555555555,0.2580068700000001,
v2_Public_Eval,openai-gpt-5-6-terra-medium,GPT-5.6 Terra (Medium),OpenAI,2026-07-09,,0.3889,0.28,
v2_Public_Eval,openai-gpt-5-6-sol-low,GPT-5.6 Sol (Low),OpenAI,2026-07-09,,0.3847,0.33,
v2_Public_Eval,gpt-5-2-pro-2025-12-11-medium,GPT-5.2 Pro (Medium),OpenAI,2025-12-11,,0.3792,9.5162,
v2_Public_Eval,thinky-inkling,Inkling,Thinking Machines,2026-07-15,,0.37777777777777777,0.7133307604166669,
v2_Public_Eval,xai-grok-4-5-low,Grok 4.5 (Low),xAI,2026-07-16,,0.3625,0.4,
v2_Public_Eval,xai-grok-4-6-low,Grok 4.6 (Low),xAI,2026-08-11,,0.3625,0.2233922500000001,
v2_Public_Eval,openai-gpt-6-luna-xhigh,GPT-6 Luna (XHigh),OpenAI,2026-09-22,,0.35138888888888886,0.033574435,
v2_Public_Eval,openai-gpt-5-6-luna-high-2026-07-30,GPT-5.6 Luna 2026-07-30 (High),OpenAI,2026-07-30,,0.3472222222222222,0.06646769000000001,
v2_Public_Eval,gpt-5-5-2026-04-22-thinking-low,GPT-5.5 (Low),OpenAI,2026-04-22,,0.3431,0.37,
v2_Public_Eval,gemini-3-flash-preview-thinking-high,Gemini 3 Flash Preview (High),Google,2025-12-17,,0.3403,0.2399,
v2_Public_Eval,openai-gpt-6-luna-high,GPT-6 Luna (High),OpenAI,2026-09-22,,0.3194444444444445,0.024055343333333333,
v2_Public_Eval,gemini-3-6-flash-low,Gemini 3.6 Flash (Low),Google,2026-07-21,,0.3111111111111111,0.23616876250000005,
v2_Public_Eval,openai-gpt-5-6-luna-high,GPT-5.6 Luna (High),OpenAI,2026-07-09,,0.3014,0.3,
v2_Public_Eval,claude-opus-4-5-20251101-thinking-32k,"Opus 4.5 (Thinking, 32K)",Anthropic,2025-11-24,,0.2815,1.37,
v2_Public_Eval,gpt-5-2-2025-12-11-thinking-medium,GPT-5.2 (Medium),OpenAI,2025-12-11,,0.2764,0.7876,
v2_Public_Eval,thinky-inkling-small-high,Inkling Small (High),Thinking Machines,2026-07-30,,0.2569444444444444,0.14285760500000003,
v2_Public_Eval,claude-opus-4-5-20251101-thinking-16k,"Opus 4.5 (Thinking, 16K)",Anthropic,2025-11-24,,0.2417,0.82,
v2_Public_Eval,gpt-5-4-low,GPT-5.4 (Low),OpenAI,2026-03-04,,0.2319,0.29,
v2_Public_Eval,grok-4-0709,Grok 4 (Thinking),xAI,2025-07-09,,0.2115,2.0759,
v2_Public_Eval,glm-5.2,GLM-5.2,Z.ai,2026-06-13,,0.2083,0.2294,
v2_Public_Eval,openai-gpt-6-luna-medium,GPT-6 Luna (Medium),OpenAI,2026-09-22,,0.19166666666666668,0.013086105833333334,
v2_Public_Eval,gpt-5-1-2025-11-13-thinking-high,"GPT-5.1 (Thinking, High)",OpenAI,2025-11-13,,0.1833,1.2166,
v2_Public_Eval,gpt-5-4-mini-xhigh,GPT-5.4 Mini (XHigh),OpenAI,2026-03-17,,0.1778,0.81,
v2_Public_Eval,moonshot-kimi-k3-low,Kimi K3 (Low),Moonshot AI,2026-07-16,,0.1611111111111111,0.2610624250000001,
v2_Public_Eval,gemini-3-flash-preview-thinking-medium,Gemini 3 Flash Preview (Medium),Google,2025-12-17,,0.1528,0.0825,
v2_Public_Eval,openai-gpt-5-6-terra-low,GPT-5.6 Terra (Low),OpenAI,2026-07-09,,0.1486,0.17,
v2_Public_Eval,claude-sonnet-4-5-20250929-thinking-32k,Claude Sonnet 4.5 (Thinking 32K),Anthropic,2025-09-29,,0.1472,0.8403,
v2_Public_Eval,thinky-inkling-small-medium,Inkling Small (Medium),Thinking Machines,2026-07-30,,0.1361111111111111,0.06787850499999998,
v2_Public_Eval,gpt-5-pro-2025-10-06,GPT-5 Pro,OpenAI,2025-10-06,,0.1333,8.0107,
v2_Public_Eval,kimi-k2.5,Kimi K2.5,Moonshot AI,2026-01-27,,0.1208,0.3,
v2_Public_Eval,claude-opus-4-5-20251101-thinking-8k,"Opus 4.5 (Thinking, 8K)",Anthropic,2025-11-24,,0.1042,0.49,
v2_Public_Eval,gpt-5-2025-08-07-high,GPT-5 (High),OpenAI,2025-08-07,,0.0958,0.774,
v2_Public_Eval,gemini-3-5-flash-minimal,Gemini 3.5 Flash (Minimal),Google,2026-05-19,,0.0917,0.1001,
v2_Public_Eval,gpt-5-1-2025-11-13-thinking-medium,"GPT-5.1 (Thinking, Medium)",OpenAI,2025-11-13,,0.084,0.4599,
v2_Public_Eval,gpt-5-2-2025-12-11-thinking-low,GPT-5.2 (Low),OpenAI,2025-12-11,,0.0833,0.2738,
v2_Public_Eval,gemini-3-5-flash-lite-high,Gemini 3.5 Flash-Lite (High),Google,2026-07-21,,0.07916666666666666,0.14696105666666673,
v2_Public_Eval,openai-gpt-5-6-luna-medium,GPT-5.6 Luna (Medium),OpenAI,2026-07-09,,0.0764,0.11,
v2_Public_Eval,gpt-5-2025-08-07-medium,GPT-5 (Medium),OpenAI,2025-08-07,,0.0763,0.4753,
v2_Public_Eval,o4-mini-2025-04-16-high,o4-mini (High),OpenAI,2025-04-16,,0.0752,0.8822,
v2_Public_Eval,openai-gpt-5-6-luna-medium-2026-07-30,GPT-5.6 Luna 2026-07-30 (Medium),OpenAI,2026-07-30,,0.07361111111111111,0.022676189999999995,
v2_Public_Eval,claude-opus-4-5-20251101-thinking-none,"Opus 4.5 (Thinking, None)",Anthropic,2025-11-24,,0.0708,0.22,
v2_Public_Eval,gpt-5-4-mini-high,GPT-5.4 Mini (High),OpenAI,2026-03-17,,0.0701,0.62,
v2_Public_Eval,claude-sonnet-4-5-20250929-thinking-16k,Claude Sonnet 4.5 (Thinking 16K),Anthropic,2025-09-29,,0.0653,0.3557,
v2_Public_Eval,thinky-inkling-small-low,Inkling Small (Low),Thinking Machines,2026-07-30,,0.06388888888888888,0.05634094499999999,
v2_Public_Eval,gpt-5-mini-2025-08-07-high,GPT-5 Mini (High),OpenAI,2025-08-07,,0.0583,0.215,
v2_Public_Eval,minimax-m2.5,Minimax M2.5,Minimax,2026-02-12,,0.0542,0.19,
v2_Public_Eval,glm-5,GLM-5,Z.ai,2026-02-20,,0.0542,0.29,
v2_Public_Eval,gpt-5-4-mini-medium,GPT-5.4 Mini (Medium),OpenAI,2026-03-17,,0.0542,0.33,
v2_Public_Eval,gemini-2-5-pro-2025-06-17-thinking-16k,Gemini 2.5 Pro (Thinking 16K),Google,2025-06-17,,0.0514,0.7222,
v2_Public_Eval,claude-haiku-4-5-20251001-thinking-32k,Claude Haiku 4.5 (Thinking 32K),Anthropic,2025-10-01,,0.0514,0.3927,
v2_Public_Eval,gpt-5-4-nano-high,GPT-5.4 Nano (High),OpenAI,2026-03-17,,0.0514,0.15,
v2_Public_Eval,trm-2025-10-07,Tiny Recursion Model (TRM),bespoke,2025-10-07,,0.05,1.8,
v2_Public_Eval,claude-sonnet-4-5-20250929-thinking-8k,Claude Sonnet 4.5 (Thinking 8K),Anthropic,2025-09-29,,0.0486,0.2409,
v2_Public_Eval,gemini-2-5-pro-2025-06-17-thinking-32k,Gemini 2.5 Pro (Thinking 32K),Google,2025-06-17,,0.0458,0.7628,
v2_Public_Eval,grok-4-fast-reasoning,Grok 4 (Fast Reasoning),xAI,2025-10-21,,0.0458,0.0614,
v2_Public_Eval,o3-2025-04-16-medium,o3 (Medium),OpenAI,2025-04-16,,0.0449,0.4994,
v2_Public_Eval,claude-sonnet-4-20250514-thinking-16k-bedrock,Claude Sonnet 4 (Thinking 16K),Anthropic,2025-05-14,,0.0444,0.5102,
v2_Public_Eval,claude-haiku-4-5-20251001-thinking-16k,Claude Haiku 4.5 (Thinking 16K),Anthropic,2025-10-01,,0.0417,0.1432,
v2_Public_Eval,gpt-5-4-nano-xhigh,GPT-5.4 Nano (XHigh),OpenAI,2026-03-17,,0.0417,0.21,
v2_Public_Eval,openai-gpt-5-6-luna-low-2026-07-30,GPT-5.6 Luna 2026-07-30 (Low),OpenAI,2026-07-30,,0.04027777777777777,0.013789379999999993,
v2_Public_Eval,o3-pro-2025-06-10-high,o3-Pro (High),OpenAI,2025-06-10,,0.0389,9.1492,
v2_Public_Eval,deepseek-v3.2,Deepseek V3.2,DeepSeek,2025-12-01,,0.0389,0.13,
v2_Public_Eval,claude-sonnet-4-5-20250929,Claude Sonnet 4.5,Anthropic,2025-09-29,,0.0375,0.1313,
v2_Public_Eval,ARChitects,ARChitects,ARC Prize 2024,2024-11-03,,0.035,0.2,
v2_Public_Eval,gemini-3-6-flash-minimal,Gemini 3.6 Flash (Minimal),Google,2026-07-21,,0.03472222222222222,0.06829444999999999,
v2_Public_Eval,o3-pro-2025-06-10-medium,o3-Pro (Medium),OpenAI,2025-06-10,,0.0347,5.1645,
v2_Public_Eval,gpt-5-4-nano-medium,GPT-5.4 Nano (Medium),OpenAI,2026-03-17,,0.0347,0.06,
v2_Public_Eval,claude-opus-4-20250514-thinking-16k,Claude Opus 4 (Thinking 16K),Anthropic,2025-05-14,,0.0333,2.0182,
v2_Public_Eval,o3-2025-04-16-high,o3 (High),OpenAI,2025-04-16,,0.0292,0.9001,
v2_Public_Eval,claude-sonnet-4-20250514-thinking-8k-bedrock,Claude Sonnet 4 (Thinking 8K),Anthropic,2025-05-14,,0.0292,0.2724,
v2_Public_Eval,thinky-inkling-small-minimal,Inkling Small (Minimal),Thinking Machines,2026-07-30,,0.029166666666666664,0.05487035499999999,
v2_Public_Eval,Icecuber,Icecuber,ARC Prize 2024,2023-11-03,,0.029,0.13,
v2_Public_Eval,openai-gpt-5-6-luna-low,GPT-5.6 Luna (Low),OpenAI,2026-07-09,,0.0278,0.07,
v2_Public_Eval,o3-2025-04-16-low,o3 (Low),OpenAI,2025-04-16,,0.0266,0.245,
v2_Public_Eval,gemini-2-5-flash-preview-05-20-thinking-24k,Gemini 2.5 Flash (Preview) (Thinking 24K),Google,2025-05-20,,0.0264,0.3305,
v2_Public_Eval,gemini-2-5-pro-2025-06-17-thinking-8k,Gemini 2.5 Pro (Thinking 8K),Google,2025-06-17,,0.0264,0.4493,
v2_Public_Eval,claude-opus-4-20250514-thinking-8k,Claude Opus 4 (Thinking 8K),Anthropic,2025-05-14,,0.025,1.2021,
v2_Public_Eval,gpt-5-2025-08-07-low,GPT-5 (Low),OpenAI,2025-08-07,,0.025,0.2001,
v2_Public_Eval,o4-mini-2025-04-16-medium,o4-mini (Medium),OpenAI,2025-04-16,,0.0222,0.237,
v2_Public_Eval,gpt-5-1-2025-11-13-thinking-low,"GPT-5.1 (Thinking, Low)",OpenAI,2025-11-13,,0.0222,0.1348,
v2_Public_Eval,claude-sonnet-4-20250514,Claude Sonnet 4,Anthropic,2025-05-14,,0.0208,0.1311,
v2_Public_Eval,claude-sonnet-4-5-20250929-thinking-1k,Claude Sonnet 4.5 (Thinking 1K),Anthropic,2025-09-29,,0.0208,0.1424,
v2_Public_Eval,claude-haiku-4-5-20251001-thinking-8k,Claude Haiku 4.5 (Thinking 8K),Anthropic,2025-10-01,,0.0208,0.0952,
v2_Public_Eval,gemini-3-flash-preview-thinking-minimal,Gemini 3 Flash Preview (Minimal),Google,2025-12-17,,0.0208,0.0208,
v2_Public_Eval,gemini-3-5-flash-lite-medium,Gemini 3.5 Flash-Lite (Medium),Google,2026-07-21,,0.01944444444444444,0.04646193166666667,
v2_Public_Eval,gemini-2-5-flash-preview-05-20,Gemini 2.5 Flash (Preview),Google,2025-05-20,,0.0194,0.0586,
v2_Public_Eval,o3-pro-2025-06-10-low,o3-Pro (Low),OpenAI,2025-06-10,,0.0194,2.455,
